BR;UF;CODIGO;LOCAL_INI;LOCAL_FIM;KM_INI;KM_FIM;EXTENSAO;SUPERFICIE;TR_COINCID;EST_COND;SUPERFICIE_ESTADUAL;ANO
101;PE;101BPE0410;ENTR PE-015 (P/PAULISTA - VIADUTO SOBRE PE-015);VIADUTO SOBRE AVENIDA CAXANGÁ;51.6;66.6;15.0;DUP;;;;2014
101;PE;101BPE0420;VIADUTO SOBRE AVENIDA CAXANGÁ;ENTR BR-232 (RECIFE);66.6;69.9;3.3;DUP;;;;2014
101;PE;101BPE0430;ENTR BR-232 (RECIFE);ENTR PE-007 (RECIFE);69.9;72.9;3.0;DUP;;;;2014
101;PE;101BPE0435;ENTR PE-007 (RECIFE);PRAZERES (ENTR ANTIGA BR-101);72.9;82.3;9.4;DUP;;;;2014
101;PE;101BPE0440;PRAZERES (ENTR ANTIGA BR-101);VIADUTO RANDOM/METALGIL;82.3;94.1;11.8;DUP;;;;2014
101;PE;101BPE0450;VIADUTO RANDOM/METALGIL;ENTR PE-025 (P/USINA BOM JESUS);94.1;96.6;2.5;DUP;;;;2014
101;PE;101BPE0460;ENTR PE-025 (P/USINA BOM JESUS);ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO);96.6;101.9;5.3;DUP;;;;2014
101;PE;101BPE0465;ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO);VIADUTO DA CHARNECA (ENTR ANTIGA BR-101);101.9;103.2;1.3;DUP;;;;2014
101;PE;101BPE0468;VIADUTO DA CHARNECA (ENTR ANTIGA BR-101);FIM DA DUPLICAÇÃO;103.2;104.6;1.4;DUP;;;;2014
101;PE;101BPE0470;FIM DA DUPLICAÇÃO;ENTR PE-042 (P/IPOJUCA);104.6;115.6;11.0;DUP;;;;2014
101;PE;101BPE0475;ENTR PE-042 (P/IPOJUCA);ENTR PE-051 (P/CAMELA);115.6;121.2;5.6;DUP;;;;2014
101;PE;101BPE0480;ENTR PE-051 (P/CAMELA);ENTR PE-045 (ESCADA);121.2;124.3;3.1;DUP;;;;2014
101;PE;101BPE0490;ENTR PE-045 (ESCADA);ENTR PE-070;124.3;127.8;3.5;DUP;;;;2014
101;PE;101BPE0495;ENTR PE-070;ENTR PE-063 (P/AMARAJI);127.8;135.8;8.0;DUP;;;;2014
101;PE;101BPE0510;ENTR PE-063 (P/AMARAJI);ENTR PE-064/085 (RIBEIRÃO);135.8;149.3;13.5;DUP;;;;2014
101;PE;101BPE0530;ENTR PE-064/085 (RIBEIRÃO);ENTR PE-073 (P/GAMELEIRA);149.3;157.2;7.9;DUP;;;;2014
101;SE;101BSE1170;ENTR SE-245/429 (PEDRA BRANCA);ENTR SE-448 (P/LARANJEIRAS);77.6;81.5;3.9;DUP;;;;2014
101;SE;101BSE1190;ENTR SE-448 (P/LARANJEIRAS);ENTR SE-090 (P/ NOSSA SENHORA DO SOCORRO);81.5;85.7;4.2;DUP;;;;2014
101;SE;101BSE1200;ENTR SE-090 (P/ NOSSA SENHORA DO SOCORRO);ENTR BR-235(A);85.7;89.4;3.7;DUP;;;;2014
101;SE;101BSE1210;ENTR BR-235(A);ENTR BR-235(B)/349(A) (INÍCIO DA DUPLICAÇÃO);89.4;91.5;2.1;DUP;;;;2014
101;SE;101BSE1220;ENTR BR-235(B)/349(A) (INÍCIO DA DUPLICAÇÃO);FIM PISTA DUPLA/INÍCIO OBRAS DUPLICAÇÃO;91.5;93.3;1.8;DUP;;;;2014
101;ES;101BES2300;ACESSO À SERRA;ENTR ES-010 (P/LARANJEIRAS);256.5;268.4;11.9;DUP;;;;2014
101;ES;101BES2310;ENTR ES-010 (P/LARANJEIRAS);CARAPINA;268.4;270.9;2.5;DUP;;;;2014
101;ES;101BES2370;ENTR BR-262(A) (P/CAMPO GRANDE);ENTR BR-262(B);296.4;305.2;8.8;DUP;;;;2014
101;ES;101BES9000;ENTR BR-101/ES-010 (CARAPINA/AEROP.VITORIA);ACS NORTE A VITÓRIA;0.0;2.9;2.9;DUP;;;;2014
101;RJ;101BRJ2990;ENTR RJ-124 (RIO BONITO);ENTR RJ-120 (BASÍLIO);261.3;270.0;8.7;DUP;;;;2014
101;RJ;101BRJ3010;ENTR RJ-120 (BASÍLIO);ACESSO LESTE ITABORAÍ (DUQUES);270.0;282.2;12.2;DUP;;;;2014
101;RJ;101BRJ3030;ACESSO LESTE ITABORAÍ (DUQUES);ENTR RJ-114;282.2;286.0;3.8;DUP;;;;2014
101;RJ;101BRJ3050;ENTR RJ-114;ACESSO OESTE ITABORAÍ;286.0;292.6;6.6;DUP;;;;2014
101;RJ;101BRJ3060;ACESSO OESTE ITABORAÍ;ENTR BR-493 (MANILHA);292.6;296.5;3.9;DUP;;;;2014
101;RJ;101BRJ3070;ENTR BR-493 (MANILHA);ENTR RJ-104;296.5;297.2;0.7;DUP;;;;2014
101;RJ;101BRJ3090;ENTR RJ-104;ACESSO PTE PRES COSTA E SILVA (NITERÓI);297.2;321.6;24.4;DUP;;;;2014
101;RJ;101BRJ3110;ACESSO PTE PRES COSTA E SILVA (NITERÓI);ENTR BR-040(A) (ACESSO PTE PRES COSTA E SILVA (RIO));321.6;334.0;12.4;DUP;;;;2014
101;RJ;101BRJ3130;ENTR BR-040(A) (ACESSO PTE PRES COSTA E SILVA (RIO));ENTR RJ-071 (LINHA VERMELHA);334.0;334.8;0.8;DUP;;;;2014
101;RJ;101BRJ3150;ENTR RJ-071 (LINHA VERMELHA);ENTR RJ-077 (CAJÚ);334.8;335.6;0.8;DUP;;;;2014
101;RJ;101BRJ3160;ENTR RJ-077 (CAJÚ);ENTR RJ-087 (VIADUTO DE MANGUINHOS);335.6;338.5;2.9;DUP;;;;2014
101;RJ;101BRJ3170;ENTR RJ-087 (VIADUTO DE MANGUINHOS);ENTR BR-040(B)/116(A) (TREVO DAS MISSÕES);338.5;346.6;8.1;DUP;;;;2014
101;RJ;101BRJ3190;ENTR BR-040(B)/116(A) (TREVO DAS MISSÕES);ENTR RJ-101 (PARADA DE LUCAS);346.6;347.9;1.3;DUP;;;;2014
101;RJ;101BRJ3200;ENTR RJ-101 (PARADA DE LUCAS);ENTR BR-116(B) (P/SÃO PAULO);347.9;349.9;2.0;DUP;;;;2014
101;RJ;101BRJ3210;ENTR BR-116(B) (P/SÃO PAULO);ENTR RJ-083;349.9;352.7;2.8;DUP;;;;2014
101;RJ;101BRJ3230;ENTR RJ-083;ENTR RJ-091;352.7;361.0;8.3;DUP;;;;2014
101;RJ;101BRJ3250;ENTR RJ-091;ENTR RJ-093 (CAMPO GRANDE);361.0;374.6;13.6;DUP;;;;2014
101;RJ;101BRJ3260;ENTR RJ-093 (CAMPO GRANDE);ENTR BR-465(A)/RJ-095;374.6;380.3;5.7;DUP;;;;2014
101;RJ;101BRJ3270;ENTR BR-465(A)/RJ-095;ENTR BR-465(B)/RJ-071/097 (SANTA CRUZ);380.3;389.6;9.3;DUP;;;;2014
101;RJ;101BRJ3290;ENTR BR-465(B)/RJ-071/097 (SANTA CRUZ);DIV MUNICIPAL RIO DE JANEIRO/ITAGUAÍ;389.6;395.6;6.0;DUP;;;;2014
101;RJ;101BRJ3310;DIV MUNICIPAL RIO DE JANEIRO/ITAGUAÍ;ENTR RJ-099/109 (P/ITAGUAÍ);395.6;397.9;2.3;DUP;;;;2014
101;RJ;101BRJ3320;ENTR RJ-099/109 (P/ITAGUAÍ);ENTR RJ-125;397.9;399.9;2.0;DUP;;;;2014
101;RJ;101BRJ3330;ENTR RJ-125;ENTR RJ-079;399.9;405.6;5.7;DUP;;;;2014
101;RJ;101BRJ3335;ENTR RJ-079;TREVO DE ACESSO À ITACURUÇÁ;405.6;416.0;10.4;DUP;;;;2014
101;SP;101BSP3645;ENTR BR-116(A) (PEDRO BARROS);ACESSO MIRACATÚ;379.8;389.9;10.1;DUP;;;;2014
101;SP;101BSP3655;ACESSO MIRACATÚ;ENTR BR-116(B)/SP-222 (BIGUÁ);389.9;396.8;6.9;DUP;;;;2014
101;SC;101BSC3810;DIV PR/SC (ENTR BR-376);GARUVA;0.0;6.2;6.2;DUP;;;;2014
101;SC;101BSC3830;GARUVA;ENTR SC-430 (PIRABEIRABA);6.2;27.2;21.0;DUP;;;;2014
101;SC;101BSC3850;ENTR SC-430 (PIRABEIRABA);ENTR SC-108 (P/JOINVILLE);27.2;38.4;11.2;DUP;;;;2014
101;SC;101BSC3870;ENTR SC-108 (P/JOINVILLE);ENTR BR-280;38.4;57.4;19.0;DUP;;;;2014
101;SC;101BSC3890;ENTR BR-280;ENTR SC-414;57.4;82.8;25.4;DUP;;;;2014
101;SC;101BSC3895;ENTR SC-414;BARRA VELHA;82.8;87.5;4.7;DUP;;;;2014
101;SC;101BSC3900;BARRA VELHA;P/PENHA;87.5;104.6;17.1;DUP;;;;2014
101;SC;101BSC3910;P/PENHA;ENTR BR-470 (P/NAVEGANTES);104.6;111.3;6.7;DUP;;;;2014
101;SC;101BSC3931;ENTR BR-470 (P/NAVEGANTES);ENTR SC-419 (P/ILHOTA);111.3;117.3;6.0;DUP;;;;2014
101;SC;101BSC3950;ENTR SC-419 (P/ILHOTA);ENTR BR-486(A) (P/ITAJAÍ);117.3;120.7;3.4;DUP;;;;2014
101;SC;101BSC3970;ENTR BR-486(A) (P/ITAJAÍ);ENTR BR-486(B) (P/BRUSQUE);120.7;123.1;2.4;DUP;;;;2014
101;SC;101BSC3990;ENTR BR-486(B) (P/BRUSQUE);BALNEÁRIO DE CAMBORIÚ;123.1;133.0;9.9;DUP;;;;2014
101;SC;101BSC4010;BALNEÁRIO DE CAMBORIÚ;P/PORTO BELO;133.0;155.0;22.0;DUP;;;;2014
101;SC;101BSC4020;P/PORTO BELO;ENTR SC-411 (TIJUCAS);155.0;163.6;8.6;DUP;;;;2014
101;SC;101BSC4030;ENTR SC-411 (TIJUCAS);ENTR SC-410(A) (P/GOVERNADOR  CELSO RAMOS);163.6;179.6;16.0;DUP;;;;2014
101;SC;101BSC4040;ENTR SC-410(A) (P/GOVERNADOR  CELSO RAMOS);ENTR SC-410(B) (P/ARMAÇÃO DA PIEDADE);179.6;182.4;2.8;DUP;;;;2014
101;SC;101BSC4043;ENTR SC-410(B) (P/ARMAÇÃO DA PIEDADE);ENTR SC-408 (BIGUAÇU);182.4;193.0;10.6;DUP;;;;2014
101;SC;101BSC4050;ENTR SC-408 (BIGUAÇU);ACESSO NORTE FLORIANÓPOLIS;193.0;203.1;10.1;DUP;;;;2014
101;SC;101BSC4070;ACESSO NORTE FLORIANÓPOLIS;ENTR BR-282(A);203.1;205.4;2.3;DUP;;;;2014
101;SC;101BSC4090;ENTR BR-282(A);ENTR SC-407 (SÃO JOSÉ);205.4;209.6;4.2;DUP;;;;2014
101;SC;101BSC4095;ENTR SC-407 (SÃO JOSÉ);ENTR BR-282(B) (PALHOÇA);209.6;215.5;5.9;DUP;;;;2014
101;SC;101BSC4100;ENTR BR-282(B) (PALHOÇA);ACESSO SUL PALHOÇA/STO A DA IMPERATRIZ;215.5;216.5;1.0;DUP;;;;2014
101;SC;101BSC4105;ACESSO SUL PALHOÇA/STO A DA IMPERATRIZ;PONTE SOBRE O RIO CUBATÃO;216.5;220.9;4.4;DUP;;;;2014
101;SC;101BSC4120;PONTE SOBRE O RIO MASSIAMBÚ;PONTE SOBRE O RIO DA MADRE;235.3;245.0;9.7;DUP;;;;2014
101;SC;101BSC4125;PONTE SOBRE O RIO DA MADRE;PONTE SOBRE O RIO ARAÇATUBA;245.0;271.7;26.7;DUP;;;;2014
101;SC;101BSC4130;PONTE SOBRE O RIO ARAÇATUBA;ENTR SC-434 (P/GAROPABA);271.7;274.0;2.3;DUP;;;;2014
101;SC;101BSC4140;ENTR SC-434 (P/GAROPABA);ACESSO À ITAPIRUBÁ;274.0;300.0;26.0;DUP;;;;2014
101;SC;101BSC4150;ACESSO À ITAPIRUBÁ;FIM DAS OBRAS DE DUPLICAÇÃO;300.0;308.0;8.0;DUP;;;;2014
101;SC;101BSC4210;PONTE SOBRE O RIO SANGÃO;FIM DO TRECHO DUPLICADO;358.5;387.5;29.0;DUP;;;;2014
101;SC;101BSC4290;PONTE SOBRE O RIO LAJE;DIV SC/RS;437.0;465.0;28.0;DUP;;;;2014
101;RS;101BRS4310;DIV SC/RS (RIO MAMPITUBA);ENTR BR-453 (P/TORRES);0.0;2.3;2.3;DUP;;;;2014
101;RS;101BRS4320;ENTR BR-453 (P/TORRES);INÍCIO DA VARIANTE DA GRUTA;2.3;13.5;11.2;DUP;;;;2014
101;RS;101BRS4340;FIM DA VARIANTE DA GRUTA;ACESSO A MORRO AZUL;16.0;20.1;4.1;DUP;;;;2014
101;RS;101BRS4350;ACESSO A MORRO AZUL;ENTR RS-494 (TRÊS CACHOEIRAS);20.1;24.2;4.1;DUP;;;;2014
101;RS;101BRS4360;ENTR RS-494 (TRÊS CACHOEIRAS);ENTR RS-417 (TRÊS FORQUILHAS);24.2;39.9;15.7;DUP;;;;2014
101;RS;101BRS4370;ENTR RS-417 (TRÊS FORQUILHAS);ENTR RS-486 (TERRA DE AREIA);39.9;44.1;4.2;DUP;;;;2014
101;RS;101BRS4380;ENTR RS-486 (TERRA DE AREIA);ENTR ACESSO NORTE DE MAQUINÉ;44.1;63.5;19.4;DUP;;;;2014
101;RS;101BRS4390;ENTR ACESSO NORTE DE MAQUINÉ;ENTR ACESSO NORTE DE CAPÃO DA CANOA;63.5;67.2;3.7;DUP;;;;2014
101;RS;101BRS4400;ENTR ACESSO NORTE DE CAPÃO DA CANOA;INÍCIO DO TÚNEL;67.2;67.4;0.2;DUP;;;;2014
101;RS;101BRS4410;INÍCIO DO TÚNEL;FINAL DO TÚNEL;67.4;69.2;1.8;DUP;;;;2014
101;RS;101BRS4420;FINAL DO TÚNEL;ENTR ACESSO SUL DE CAPÃO DA CANOA;69.2;71.3;2.1;DUP;;;;2014
101;RS;101BRS4425;ENTR ACESSO SUL DE CAPÃO DA CANOA;ENTR BR-290(A) (OSÓRIO);71.3;88.7;17.4;DUP;;;;2014
101;RS;101BRS4430;ENTR BR-290(A) (OSÓRIO);ENTR RS-030 (P/TRAMANDAÍ);88.7;89.5;0.8;DUP;;;;2014
101;RS;101BRS4435;ENTR RS-030 (P/TRAMANDAÍ);ENTR BR-290(B);89.5;93.3;3.8;DUP;;;;2014
116;CE;116BCE0015;FORTALEZA (AVENIDA 13 DE MAIO);ACESSO SUL DE MESSEJANA;0.0;11.8;11.8;DUP;;;;2014
116;CE;116BCE0020;ACESSO SUL DE MESSEJANA;ENTR BR-020 (ANEL VIÁRIO DE FORTALEZA);11.8;14.2;2.4;DUP;;;;2014
116;CE;116BCE0030;ENTR BR-020 (ANEL VIÁRIO DE FORTALEZA);ENTR CE-350(A) (ITAITINGA);14.2;25.9;11.7;DUP;;;;2014
116;CE;116BCE0040;ENTR CE-350(A) (ITAITINGA);ENTR CE-350(B) (COLUNA);25.9;34.5;8.6;DUP;;;;2014
116;CE;116BCE0050;ENTR CE-350(B) (COLUNA);ACESSO NORTE DE HORIZONTE;34.5;37.0;2.5;DUP;;;;2014
116;CE;116BCE0060;ACESSO NORTE DE HORIZONTE;ACESSO SUL DE HORIZONTE;37.0;41.5;4.5;DUP;;;;2014
116;CE;116BCE0070;ACESSO SUL DE HORIZONTE;ACESSO NORTE DE PACAJÚS;41.5;45.5;4.0;DUP;;;;2014
116;CE;116BCE0080;ACESSO NORTE DE PACAJÚS;ACESSO SUL DE PACAJÚS;45.5;52.9;7.4;DUP;;;;2014
116;MG;116BMG1275;INÍCIO PISTA DUPLA;FIM PISTA DUPLA;527.7;529.4;1.7;DUP;;;;2014
116;RJ;116BRJ1625;RIO CORUJAS;ENTR RJ-122 (PARADA MODELO);107.1;109.5;2.4;DUP;;;;2014
116;RJ;116BRJ1630;ENTR RJ-122 (PARADA MODELO);ENTR RJ-112;109.5;115.5;6.0;DUP;;;;2014
116;RJ;116BRJ1650;ENTR RJ-112;ENTR BR-493(A) (P/MAGÉ);115.5;126.3;10.8;DUP;;;;2014
116;RJ;116BRJ1670;ENTR BR-493(A) (P/MAGÉ);ENTR RJ-107 (IMBARIÊ);126.3;141.3;15.0;DUP;;;;2014
116;RJ;116BRJ1690;ENTR RJ-107 (IMBARIÊ);ENTR BR-040(A)/493(B)/RJ-109;141.3;148.4;7.1;DUP;;;;2014
116;RJ;116BRJ1710;ENTR BR-040(A)/493(B)/RJ-109;ENTR RJ-105;148.4;151.1;2.7;DUP;;;;2014
116;RJ;116BRJ1730;ENTR RJ-105;ENTR RJ-103;151.1;156.6;5.5;DUP;;;;2014
116;RJ;116BRJ1750;ENTR RJ-103;ENTR RJ-071/081 (LINHA VERMELHA);156.6;163.6;7.0;DUP;;;;2014
116;RJ;116BRJ1760;ENTR RJ-071/081 (LINHA VERMELHA);ENTR BR-040(B)/101(A) (TREVO DAS MISSÕES);163.6;164.8;1.2;DUP;;;;2014
116;RJ;116BRJ1770;ENTR BR-040(B)/101(A) (TREVO DAS MISSÕES);ENTR RJ-101 (PARADA DE LUCAS);164.8;166.1;1.3;DUP;;;;2014
116;RJ;116BRJ1780;ENTR RJ-101 (PARADA DE LUCAS);ENTR BR-101(B) (TREVO DAS MARGARIDAS);166.1;168.1;2.0;DUP;;;;2014
116;RJ;116BRJ1790;ENTR BR-101(B) (TREVO DAS MARGARIDAS);ENTR RJ-083;168.1;171.3;3.2;DUP;;;;2014
116;RJ;116BRJ1800;ENTR RJ-083;ENTR RJ-085 (SÃO JOÃO DO MERITI);171.3;174.2;2.9;DUP;;;;2014
116;RJ;116BRJ1810;ENTR RJ-085 (SÃO JOÃO DO MERITI);ENTR RJ-103 (COELHO DA ROCHA);174.2;177.9;3.7;DUP;;;;2014
116;RJ;116BRJ1830;ENTR RJ-103 (COELHO DA ROCHA);ENTR RJ-105 (P/NOVA IGUAÇU);177.9;181.3;3.4;DUP;;;;2014
116;RJ;116BRJ1850;ENTR RJ-105 (P/NOVA IGUAÇU);ENTR RJ-111;181.3;185.4;4.1;DUP;;;;2014
116;RJ;116BRJ1853;ENTR RJ-111;ENTR RJ-109;185.4;196.1;10.7;DUP;;;;2014
116;RJ;116BRJ1870;ENTR RJ-109;ENTR RJ-093;196.1;204.3;8.2;DUP;;;;2014
116;RJ;116BRJ1890;ENTR RJ-093;ENTR RJ-125 (P/JAPERI);204.3;211.7;7.4;DUP;;;;2014
116;RJ;116BRJ1910;ENTR RJ-125 (P/JAPERI);ENTR BR-465;211.7;214.7;3.0;DUP;;;;2014
116;RJ;116BRJ1930;ENTR BR-465;ENTR RJ-127 (P/PARACAMBI);214.7;217.7;3.0;DUP;;;;2014
116;RJ;116BRJ1950;ENTR RJ-127 (P/PARACAMBI);ENTR PISTA INVERSA (A);217.7;225.5;7.8;DUP;;;;2014
116;RJ;116BRJ1990;ENTR PISTA INVERSA (B);ENTR RJ-139;233.3;238.2;4.9;DUP;;;;2014
116;RJ;116BRJ2010;ENTR RJ-139;ENTR RJ-145 (P/PIRAÍ);238.2;243.2;5.0;DUP;;;;2014
116;RJ;116BRJ2050;ENTR RJ-145 (P/PIRAÍ);ENTR BR-393/494 (P/VOLTA REDONDA);243.2;271.0;27.8;DUP;;;;2014
116;RJ;116BRJ2070;ENTR BR-393/494 (P/VOLTA REDONDA);ENTR RJ-155 (BARRA MANSA);271.0;276.4;5.4;DUP;;;;2014
116;RJ;116BRJ2090;ENTR RJ-155 (BARRA MANSA);ENTR RJ-157;276.4;278.9;2.5;DUP;;;;2014
116;RJ;116BRJ2110;ENTR RJ-157;ENTR RJ-159 (FLORIANO);278.9;296.1;17.2;DUP;;;;2014
116;RJ;116BRJ2130;ENTR RJ-159 (FLORIANO);ENTR RJ-161 (RESENDE);296.1;310.8;14.7;DUP;;;;2014
116;RJ;116BRJ2150;ENTR RJ-161 (RESENDE);ENTR RJ-163 (P/PENEDO);310.8;316.9;6.1;DUP;;;;2014
116;RJ;116BRJ2170;ENTR RJ-163 (P/PENEDO);ENTR BR-485 (ITATIAIA);316.9;324.2;7.3;DUP;;;;2014
116;RJ;116BRJ2190;ENTR BR-485 (ITATIAIA);ENTR BR-354 (ENGENHEIRO PASSOS);324.2;336.1;11.9;DUP;;;;2014
116;RJ;116BRJ2210;ENTR BR-354 (ENGENHEIRO PASSOS);DIV RJ/SP;336.1;339.6;3.5;DUP;;;;2014
116;SP;116BSP2230;DIV RJ/SP;ENTR SP-054;0.0;4.9;4.9;DUP;;;;2014
116;SP;116BSP2243;ENTR SP-054;ENTR SP-058(A) (QUELUZ);4.9;8.0;3.1;DUP;;;;2014
116;SP;116BSP2250;ENTR SP-058(A) (QUELUZ);ENTR SP-058(B);8.0;13.6;5.6;DUP;;;;2014
116;SP;116BSP2255;ENTR SP-058(B);ACESSO LAVRINHAS;13.6;21.5;7.9;DUP;;;;2014
116;SP;116BSP2265;ACESSO LAVRINHAS;ACESSO CRUZEIRO;21.5;28.6;7.1;DUP;;;;2014
116;SP;116BSP2270;ACESSO CRUZEIRO;ENTR SP-068 (P/SILVEIRAS);28.6;36.3;7.7;DUP;;;;2014
116;SP;116BSP2290;ENTR SP-068 (P/SILVEIRAS);ENTR SP-058/062 (CACHOEIRA PAULISTA);36.3;39.1;2.8;DUP;;;;2014
116;SP;116BSP2310;ENTR SP-058/062 (CACHOEIRA PAULISTA);ENTR BR-459(A) (LORENA);39.1;51.1;12.0;DUP;;;;2014
116;SP;116BSP2330;ENTR BR-459(A) (LORENA);ENTR BR-459(B)/SP-171 (GUARATINGUETÁ);51.1;65.0;13.9;DUP;;;;2014
116;SP;116BSP2340;ENTR BR-459(B)/SP-171 (GUARATINGUETÁ);ENTR BR-488 (P/SANTUARIO NOSSA SENHORA  APARECIDA);65.0;71.3;6.3;DUP;;;;2014
