BR;UF;CODIGO;LOCAL_INI;LOCAL_FIM;KM_INI;KM_FIM;EXTENSAO;SUPERFICIE;TR_COINCID;EST_COND;SUPERFICIE_ESTADUAL;ANO
101;PE;101BPE0435;ENTR PE-007 (RECIFE);PRAZERES (ENTR ANTIGA BR-101);72.9;82.3;9.4;DUP;;;;2007
101;PE;101BPE0440;PRAZERES (ENTR ANTIGA BR-101);VIADUTO RANDOM/METALGIL;82.3;94.1;11.8;DUP;;;;2007
101;PE;101BPE0450;VIADUTO RANDOM/METALGIL;ENTR PE-025 (P/USINA BOM JESUS);94.1;96.6;2.5;DUP;;;;2007
101;PE;101BPE0460;ENTR PE-025 (P/USINA BOM JESUS);ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO);96.6;101.9;5.3;DUP;;;;2007
101;PE;101BPE0465;ENTR PE-037 (P/DISTRITO INDUSTRIAL DO CABO);VIADUTO DA CHARNECA (ENTR ANTIGA BR-101);101.9;103.2;1.3;DUP;;;;2007
101;PE;101BPE0470;VIADUTO DA CHARNECA (ENTR ANTIGA BR-101);ENTR PE-042 (P/IPOJUCA);103.2;115.6;12.4;DUP;;;;2007
101;SE;101BSE1220;ENTR BR-235(B)/349(A) (INÖCIO DA DUPLICA€ÇO);FIM PISTA DUPLA;91.5;93.3;1.8;DUP;349BSE0020;;;2007
101;ES;101BES2300;ACESSO · SERRA;ENTR ES-010(A) (LARANJEIRAS);254.6;266.5;11.9;DUP;;;;2007
101;ES;101BES2310;ENTR ES-010(A) (LARANJEIRAS);ENTR ES-010(B) (CARAPINA);266.5;268.8;2.3;DUP;;;;2007
101;ES;101BES2370;ENTR BR-262(A) (P/CAMPO GRANDE);ENTR BR-262(B);294.3;302.7;8.4;DUP;262BES0050;;;2007
101;ES;101BES9000;ENTR BR-101/ES-010 (CARAPINA/AEROP.VITORIA);ACS NORTE A VITàRIA;0;2.9;2.9;DUP;;;;2007
101;RJ;101BRJ2990;ENTR RJ-124 (RIO BONITO);ENTR RJ-120 (BASÖLIO);261.2;269.9;8.7;DUP;;;;2007
101;RJ;101BRJ3010;ENTR RJ-120 (BASÖLIO);ACESSO LESTE ITABORAÖ (DUQUES);269.9;282.1;12.2;DUP;;;;2007
101;RJ;101BRJ3030;ACESSO LESTE ITABORAÖ (DUQUES);ENTR RJ-114;282.1;286;3.9;DUP;;;;2007
101;RJ;101BRJ3050;ENTR RJ-114;ACESSO OESTE ITABORAÖ;286;292.6;6.6;DUP;;;;2007
101;RJ;101BRJ3060;ACESSO OESTE ITABORAÖ;ENTR BR-493 (MANILHA);292.6;296.5;3.9;DUP;;;;2007
101;RJ;101BRJ3070;ENTR BR-493 (MANILHA);ENTR RJ-104;296.5;297.2;0.7;DUP;;;;2007
101;RJ;101BRJ3090;ENTR RJ-104;ACESSO PTE PRES COSTA E SILVA (NITERàI);297.2;321.6;24.4;DUP;;;;2007
101;RJ;101BRJ3110;ACESSO PTE PRES COSTA E SILVA (NITERàI);ENTR BR-040(A) (ACESSO PTE PRES COSTA E SILVA (RIO));321.6;334;12.4;DUP;;;;2007
101;RJ;101BRJ3130;ENTR BR-040(A) (ACESSO PTE PRES COSTA E SILVA (RIO));ENTR RJ-071 (LINHA VERMELHA);334;334.8;0.8;DUP;040BRJ1050;;;2007
101;RJ;101BRJ3150;ENTR RJ-071 (LINHA VERMELHA);ENTR RJ-077 (CAJé);334.8;335.6;0.8;DUP;040BRJ1030;;;2007
101;RJ;101BRJ3160;ENTR RJ-077 (CAJé);ENTR RJ-087 (VIADUTO DE MANGUINHOS);335.6;338.5;2.9;DUP;040BRJ1010;;;2007
101;RJ;101BRJ3170;ENTR RJ-087 (VIADUTO DE MANGUINHOS);ENTR BR-040(B)/116(A) (TREVO DAS MISSåES);338.5;346.6;8.1;DUP;040BRJ1000;;;2007
101;RJ;101BRJ3190;ENTR BR-040(B)/116(A) (TREVO DAS MISSåES);ENTR RJ-101 (PARADA DE LUCAS);346.6;347.9;1.3;DUP;116BRJ1770;;;2007
101;RJ;101BRJ3200;ENTR RJ-101 (PARADA DE LUCAS);ENTR BR-116(B) (P/SÇO PAULO);347.9;350;2.1;DUP;116BRJ1780;;;2007
101;RJ;101BRJ3210;ENTR BR-116(B) (P/SÇO PAULO);ENTR RJ-083;350;352.8;2.8;DUP;;;;2007
101;RJ;101BRJ3230;ENTR RJ-083;ENTR RJ-091;352.8;361.1;8.3;DUP;;;;2007
101;RJ;101BRJ3250;ENTR RJ-091;ENTR RJ-093 (CAMPO GRANDE);361.1;374.1;13;DUP;;;;2007
101;RJ;101BRJ3260;ENTR RJ-093 (CAMPO GRANDE);ENTR BR-465(A)/RJ-095;374.1;379.9;5.8;DUP;;;;2007
101;RJ;101BRJ3270;ENTR BR-465(A)/RJ-095;ENTR BR-465(B)/RJ-071/097 (SANTA CRUZ);379.9;389;9.1;DUP;465BRJ0090;;;2007
101;SC;101BSC3810;DIV PR/SC (ENTR BR-376);GARUVA;0;6.4;6.4;DUP;376BSC0510;;;2007
101;SC;101BSC3830;GARUVA;ENTR SC-301 (PIRABEIRABA);6.4;27.5;21.1;DUP;;;;2007
101;SC;101BSC3850;ENTR SC-301 (PIRABEIRABA);ENTR SC-413 (P/JOINVILE);27.5;39.1;11.6;DUP;;;;2007
101;SC;101BSC3870;ENTR SC-413 (P/JOINVILE);ENTR BR-280;39.1;57.8;18.7;DUP;;;;2007
101;SC;101BSC3890;ENTR BR-280;ENTR SC-474;57.8;83.6;25.8;DUP;;;;2007
101;SC;101BSC3895;ENTR SC-474;BARRA VELHA;83.6;87.8;4.2;DUP;;;;2007
101;SC;101BSC3900;BARRA VELHA;ENTR SC-414 (P/PENHA);87.8;105.4;17.6;DUP;;;;2007
101;SC;101BSC3910;ENTR SC-414 (P/PENHA);ENTR BR-470 (P/NAVEGANTES);105.4;112.4;7;DUP;;;;2007
101;SC;101BSC3931;ENTR BR-470 (P/NAVEGANTES);ENTR SC-470 (P/ILHOTA);112.4;118.3;5.9;DUP;;;;2007
101;SC;101BSC3950;ENTR SC-470 (P/ILHOTA);ENTR BR-486(A) (P/ITAJAÖ);118.3;121.8;3.5;DUP;;;;2007
101;SC;101BSC3970;ENTR BR-486(A) (P/ITAJAÖ);ENTR BR-486(B) (P/BRUSQUE);121.8;124.2;2.4;DUP;486BSC0030;;;2007
101;SC;101BSC3990;ENTR BR-486(B) (P/BRUSQUE);BALNEµRIO DE CAMBORIé;124.2;133.9;9.7;DUP;;;;2007
101;SC;101BSC4010;BALNEµRIO DE CAMBORIé;ENTR SC-412 (P/PORTO BELO);133.9;156.7;22.8;DUP;;;;2007
101;SC;101BSC4020;ENTR SC-412 (P/PORTO BELO);ENTR SC-411 (TIJUCAS);156.7;165.4;8.7;DUP;;;;2007
101;SC;101BSC4030;ENTR SC-411 (TIJUCAS);ENTR SC-410 (P/GOVERNADOR  CELSO RAMOS);165.4;181.3;15.9;DUP;;;;2007
101;SC;101BSC4040;ENTR SC-410 (P/GOVERNADOR  CELSO RAMOS);ENTR SC-410 (P/ARMA€ÇO DA PIEDADE);181.3;184.3;3;DUP;;;;2007
101;SC;101BSC4043;ENTR SC-410 (P/ARMA€ÇO DA PIEDADE);ENTR SC-408 (BIGUA€é);184.3;196.1;11.8;DUP;;;;2007
101;SC;101BSC4050;ENTR SC-408 (BIGUA€é);ACESSO NORTE FLORIANàPOLIS;196.1;204.8;8.7;DUP;;;;2007
101;SC;101BSC4070;ACESSO NORTE FLORIANàPOLIS;ENTR BR-282(A);204.8;207.4;2.6;DUP;;;;2007
101;SC;101BSC4090;ENTR BR-282(A);ENTR SC-407 (SÇO JOSê);207.4;210.5;3.1;DUP;282BSC0020;;;2007
101;SC;101BSC4100;ENTR SC-407 (SÇO JOSê);ENTR BR-282(B) (PALHO€A);210.5;218.5;8;DUP;282BSC0025;;;2007
101;RS;101BRS4420;INÖCIO PISTA DUPLA;ENTR BR-290/RS-030(A) (OSàRIO);94.5;99.3;4.8;DUP;;;;2007
116;CE;116BCE0015;FORTALEZA (AVENIDA 13 DE MAIO);ENTR CE-040 (P/MESSEJANA);0;12.2;12.2;DUP;;;;2007
116;CE;116BCE0020;ENTR CE-040 (P/MESSEJANA);ACESSO SUL MESSEJANA;12.2;14.4;2.2;DUP;;;;2007
116;CE;116BCE0030;ACESSO SUL MESSEJANA;ENTR CE-350(A) (ITAITINGA);14.4;26.7;12.3;DUP;;;;2007
116;MG;116BMG1275;INÍCIO PISTA DUPLA;FIM PISTA DUPLA;525.9;527.6;1.7;DUP;;;;2007
116;RJ;116BRJ1625;RIO CORUJAS;ENTR RJ-122 (PARADA MODELO);105.2;107.4;2.2;DUP;;;;2007
116;RJ;116BRJ1630;ENTR RJ-122 (PARADA MODELO);ENTR RJ-112;107.4;113.4;6;DUP;;;;2007
116;RJ;116BRJ1650;ENTR RJ-112;ENTR BR-493(A) (P/MAGÉ);113.4;124.2;10.8;DUP;;;;2007
116;RJ;116BRJ1670;ENTR BR-493(A) (P/MAGÉ);ENTR RJ-107 (IMBARIÊ);124.2;139.3;15.1;DUP;493BRJ0070;;;2007
116;RJ;116BRJ1690;ENTR RJ-107 (IMBARIÊ);ENTR BR-040(A)/493(B)/RJ-109;139.3;146.7;7.4;DUP;493BRJ0090;;;2007
116;RJ;116BRJ1710;ENTR BR-040(A)/493(B)/RJ-109;ENTR RJ-105;146.7;149.4;2.7;DUP;040BRJ0950;;;2007
116;RJ;116BRJ1730;ENTR RJ-105;ENTR RJ-103;149.4;154.9;5.5;DUP;040BRJ0970;;;2007
116;RJ;116BRJ1750;ENTR RJ-103;ENTR RJ-071/081 (LINHA VERMELHA);154.9;161.9;7;DUP;040BRJ0990;;;2007
116;RJ;116BRJ1760;ENTR RJ-071/081 (LINHA VERMELHA);ENTR BR-040(B)/101(A) (TREVO DAS MISSÕES);161.9;163.1;1.2;DUP;040BRJ0995;;;2007
116;RJ;116BRJ1770;ENTR BR-040(B)/101(A) (TREVO DAS MISSÕES);ENTR RJ-101 (PARADA DE LUCAS);163.1;164.4;1.3;DUP;101BRJ3190;;;2007
116;RJ;116BRJ1780;ENTR RJ-101 (PARADA DE LUCAS);ENTR BR-101(B) (TREVO DAS MARGARIDAS);164.4;166.5;2.1;DUP;101BRJ3200;;;2007
116;RJ;116BRJ1790;ENTR BR-101(B) (TREVO DAS MARGARIDAS);ENTR RJ-083;166.5;169.5;3;DUP;;;;2007
116;RJ;116BRJ1800;ENTR RJ-083;ENTR RJ-085 (SÃO JOÃO DO MERITI);169.5;172.4;2.9;DUP;;;;2007
116;RJ;116BRJ1810;ENTR RJ-085 (SÃO JOÃO DO MERITI);ENTR RJ-103 (COELHO DA ROCHA);172.4;176.1;3.7;DUP;;;;2007
116;RJ;116BRJ1830;ENTR RJ-103 (COELHO DA ROCHA);ENTR RJ-105 (P/NOVA IGUAÇU);176.1;179.5;3.4;DUP;;;;2007
116;RJ;116BRJ1850;ENTR RJ-105 (P/NOVA IGUAÇU);ENTR RJ-111;179.5;183.6;4.1;DUP;;;;2007
116;RJ;116BRJ1853;ENTR RJ-111;ENTR RJ-109;183.6;194.3;10.7;DUP;;;;2007
116;RJ;116BRJ1870;ENTR RJ-109;ENTR RJ-093;194.3;202.5;8.2;DUP;;;;2007
116;RJ;116BRJ1890;ENTR RJ-093;ENTR RJ-125 (P/JAPERI);202.5;209.9;7.4;DUP;;;;2007
116;RJ;116BRJ1910;ENTR RJ-125 (P/JAPERI);ENTR BR-465;209.9;212.6;2.7;DUP;;;;2007
116;RJ;116BRJ1930;ENTR BR-465;ENTR RJ-127 (P/PARACAMBI);212.6;215.6;3;DUP;;;;2007
116;RJ;116BRJ1950;ENTR RJ-127 (P/PARACAMBI);ENTR PISTA INVERSA (A);215.6;223.4;7.8;DUP;;;;2007
116;RJ;116BRJ1970;ENTR PISTA INVERSA (A);ENTR PISTA INVERSA (B);223.4;231.2;7.8;DUP;;;;2007
116;RJ;116BRJ1990;ENTR PISTA INVERSA (B);ENTR RJ-139;231.2;236.3;5.1;DUP;;;;2007
116;RJ;116BRJ2010;ENTR RJ-139;ENTR RJ-145 (P/PIRAÍ);236.3;241.1;4.8;DUP;;;;2007
116;RJ;116BRJ2050;ENTR RJ-145 (P/PIRAÍ);ENTR BR-393/494 (P/VOLTA REDONDA);241.1;268.9;27.8;DUP;;;;2007
116;RJ;116BRJ2070;ENTR BR-393/494 (P/VOLTA REDONDA);ENTR RJ-155 (BARRA MANSA);268.9;274.3;5.4;DUP;;;;2007
116;RJ;116BRJ2090;ENTR RJ-155 (BARRA MANSA);ENTR RJ-157;274.3;276.8;2.5;DUP;;;;2007
116;RJ;116BRJ2110;ENTR RJ-157;ENTR RJ-159 (FLORIANO);276.8;294;17.2;DUP;;;;2007
116;RJ;116BRJ2130;ENTR RJ-159 (FLORIANO);ENTR RJ-161 (RESENDE);294;308.7;14.7;DUP;;;;2007
116;RJ;116BRJ2150;ENTR RJ-161 (RESENDE);ENTR RJ-163 (P/PENEDO);308.7;314.9;6.2;DUP;;;;2007
116;RJ;116BRJ2170;ENTR RJ-163 (P/PENEDO);ENTR BR-485 (ITATIAIA);314.9;322.1;7.2;DUP;;;;2007
116;RJ;116BRJ2190;ENTR BR-485 (ITATIAIA);ENTR BR-354 (ENGENHEIRO PASSOS);322.1;333.9;11.8;DUP;;;;2007
116;RJ;116BRJ2210;ENTR BR-354 (ENGENHEIRO PASSOS);DIV RJ/SP;333.9;337.4;3.5;DUP;;;;2007
116;SP;116BSP2230;DIV RJ/SP;ENTR SP-054;0;5;5;DUP;;;;2007
116;SP;116BSP2243;ENTR SP-054;ENTR SP-058(A) (QUELUZ);5;8.4;3.4;DUP;;;;2007
116;SP;116BSP2250;ENTR SP-058(A) (QUELUZ);ENTR SP-058(B);8.4;13.7;5.3;DUP;;;;2007
116;SP;116BSP2255;ENTR SP-058(B);ACESSO LAVRINHAS;13.7;21.9;8.2;DUP;;;;2007
116;SP;116BSP2265;ACESSO LAVRINHAS;ACESSO CRUZEIRO;21.9;29;7.1;DUP;;;;2007
116;SP;116BSP2270;ACESSO CRUZEIRO;ENTR SP-066 (P/SILVEIRAS);29;37.1;8.1;DUP;;;;2007
116;SP;116BSP2290;ENTR SP-066 (P/SILVEIRAS);ENTR SP-058/066 (CACHOEIRA PAULISTA);37.1;39.7;2.6;DUP;;;;2007
116;SP;116BSP2310;ENTR SP-058/066 (CACHOEIRA PAULISTA);ENTR BR-459(A) (LORENA);39.7;52.2;12.5;DUP;;;;2007
116;SP;116BSP2330;ENTR BR-459(A) (LORENA);ENTR BR-459(B)/488 (GUARATINGUETÁ);52.2;66.4;14.2;DUP;459BSP0210;;;2007
116;SP;116BSP2350;ENTR BR-459(B)/488 (GUARATINGUETÁ);ENTR SP-066 (P/ROSEIRA);66.4;82.7;16.3;DUP;;;;2007
116;SP;116BSP2359;ENTR SP-066 (P/ROSEIRA);ENTR BR-383(A) (PINDAMONHANGABA);82.7;101;18.3;DUP;;;;2007
116;SP;116BSP2370;ENTR BR-383(A) (PINDAMONHANGABA);ENTR BR-383(B)/SP-072 (TAUBATÉ);101;112.9;11.9;DUP;383BSP0350;;;2007
116;SP;116BSP2390;ENTR BR-383(B)/SP-072 (TAUBATÉ);ENTR SP-123;112.9;119.7;6.8;DUP;;;;2007
116;SP;116BSP2410;ENTR SP-123;ENTR SP-103 (CAÇAPAVA);119.7;130.2;10.5;DUP;;;;2007
116;SP;116BSP2430;ENTR SP-103 (CAÇAPAVA);ENTR SP-099 (SÃO JOSÉ DOS CAMPOS);130.2;151.8;21.6;DUP;;;;2007
116;SP;116BSP2450;ENTR SP-099 (SÃO JOSÉ DOS CAMPOS);ENTR SP-065 (P/JACAREÍ);151.8;172.3;20.5;DUP;;;;2007
116;SP;116BSP2470;ENTR SP-065 (P/JACAREÍ);ENTR SP-056 (ARUJÁ);172.3;204;31.7;DUP;;;;2007
116;SP;116BSP2490;ENTR SP-056 (ARUJÁ);ENTR SP-036;204;221.5;17.5;DUP;;;;2007
116;SP;116BSP2510;ENTR SP-036;ENTR SP-019 (AEROPORTO INTERNACIONAL);221.5;223.5;2;DUP;;;;2007
116;SP;116BSP2520;ENTR SP-019 (AEROPORTO INTERNACIONAL);ENTR BR-381;223.5;231.8;8.3;DUP;;;;2007
116;SP;116BSP2530;ENTR BR-381;ENTR BR-050/272/374/381 (SÃO PAULO);231.8;236.6;4.8;DUP;381BSP0890;;;2007
116;SP;116BSP2550;ENTR BR-050/272/374/381 (SÃO PAULO);DIV MUNICIPAL SÃO PAULO/TABOÃO DA SERRA;236.6;269.4;32.8;DUP;;;;2007
116;SP;116BSP2560;DIV MUNICIPAL SÃO PAULO/TABOÃO DA SERRA;ENTR SP-234 (ITAPECIRICA DA SERRA);269.4;287.9;18.5;DUP;;;;2007
116;SP;116BSP2565;ENTR SP-234 (ITAPECIRICA DA SERRA);ENTR SP-228;287.9;291.9;4;DUP;;;;2007
116;SP;116BSP2570;ENTR SP-228;ENTR SP-057 (P/SIDERÚRGICA);291.9;320.5;28.6;DUP;;;;2007
116;SP;116BSP2575;ENTR SP-057 (P/SIDERÚRGICA);FIM DA PISTA DUPLA;320.5;335.7;15.2;DUP;;;;2007
116;SP;116BSP2587;FIM SERRA DO CAFEZAL;ENTR SP-165(A) (P/PEDRO TOLEDO);367.2;385.2;18;DUP;;;;2007
116;SP;116BSP2590;ENTR SP-165(A) (P/PEDRO TOLEDO);ACESSO MIRACATÚ;385.2;394.9;9.7;DUP;;;;2007
116;SP;116BSP2600;ACESSO MIRACATÚ;ENTR SP-222 (BIGUÁ);394.9;401.9;7;DUP;;;;2007
116;SP;116BSP2610;ENTR SP-222 (BIGUÁ);ENTR BR-478(A)/SP-165(B) (P/JUQUIÁ);401.9;414.6;12.7;DUP;;;;2007
116;SP;116BSP2630;ENTR BR-478(A)/SP-165(B) (P/JUQUIÁ);ENTR SP-139 (REGISTRO);414.6;446.8;32.2;DUP;478BSP0170;;;2007
116;SP;116BSP2650;ENTR SP-139 (REGISTRO);ENTR BR-478(B) (PARIQUERA-AÇU);446.8;465.4;18.6;DUP;478BSP0190;;;2007
116;SP;116BSP2670;ENTR BR-478(B) (PARIQUERA-AÇU);ENTR SP-193 (JACUPIRANGA);465.4;476.5;11.1;DUP;;;;2007
116;SP;116BSP2685;ENTR SP-193 (JACUPIRANGA);ENTR SP-287;476.5;552.4;75.9;DUP;;;;2007
116;SP;116BSP2700;ENTR SP-287;DIV SP/PR;552.4;569.1;16.7;DUP;;;;2007
116;PR;116BPR2710;DIV SP/PR (CAB NORTE PONTE S/ RIO PARDINHO);INÍCIO VARIANTE DO ALPINO(PISTA DIREITA);0;22.7;22.7;DUP;;;;2007
116;PR;116BPR2725;FIM VARIANTE DO ALPINO (PISTA DIREITA);REPRESA DO CAPIVARI;34.4;42.3;7.9;DUP;;;;2007
116;PR;116BPR2730;REPRESA DO CAPIVARI;ENTR PR-410 (GRACIOSA);42.3;59.3;17;DUP;;;;2007
116;PR;116BPR2740;ENTR PR-410 (GRACIOSA);INÍC CONT LESTE CURITIBA (QUATRO BARRAS);59.3;71.1;11.8;DUP;;;;2007
116;PR;116BPR2750;INÍC CONT LESTE CURITIBA (QUATRO BARRAS);ENTR PR-415 (P/PIRAQUARA);71.1;86;14.9;DUP;;;;2007
116;PR;116BPR2755;ENTR PR-415 (P/PIRAQUARA);ENTR BR-277(A);86;92.9;6.9;DUP;;;;2007
116;PR;116BPR2760;ENTR BR-277(A);ENTR BR-376(A);92.9;102.4;9.5;DUP;277BPR0038;;;2007
116;PR;116BPR2770;ENTR BR-376(A);ENTR BR-376(B)/476/277(B) (CURITIBA SUL/PINHEIRINHO);102.4;115.2;12.8;DUP;277BPR0041, 376BPR0470;;;2007
116;PR;116BPR2780;ENTR BR-376(B)/476/277(B) (CURITIBA SUL/PINHEIRINHO);FIM PISTA DUPLA;115.2;118.2;3;DUP;;;;2007
116;PR;116BPR9010;ACESSO CONT LESTE CURITIBA (ANT KM 71,1);ENTR PR-506 (QUATRO BARRAS (ANTIGO KM 75,7));0;4.6;4.6;DUP;;;;2007
116;PR;116BPR9020;ENTR PR-506 (QUATRO BARRAS (ANTIGO KM 75,7));ACESSO CONT NORTE CURITIBA (ANT KM 81,7);0;6;6;DUP;;;;2007
116;PR;116BPR9030;ACESSO CONT NORTE CURITIBA (ANT KM 81,7);ENTR BR-476 (CURITIBA NORTE/ATUBÁ (ANTIGO KM 88,3));0;6.6;6.6;DUP;;;;2007
116;RS;116BRS3090;ENTR RS-230 (ANA RECH);ENTR BR-453 (P/CAXIAS DO SUL);142.5;145;2.5;DUP;;;;2007
116;RS;116BRS3093;ENTR BR-453 (P/CAXIAS DO SUL);ACESSO LESTE CAXIAS DO SUL;145;150.3;5.3;DUP;;;;2007
116;RS;116BRS3100;ACESSO LESTE CAXIAS DO SUL;FIM DE PISTA DUPLA;150.3;152.4;2.1;DUP;;;;2007
116;RS;116BRS3170;ENTR RS-239 (P/CAMPO BOM);ENTR RS-240 (VILA SCHARLAU);232.5;240.7;8.2;DUP;;;;2007
116;RS;116BRS3190;ENTR RS-240 (VILA SCHARLAU);ENTR RS-118 (SAPUCAIA DO SUL);240.7;251.9;11.2;DUP;;;;2007
116;RS;116BRS3210;ENTR RS-118 (SAPUCAIA DO SUL);ENTR BR-386(A) (CANOAS);251.9;259.4;7.5;DUP;;;;2007
116;RS;116BRS3230;ENTR BR-386(A) (CANOAS);ENTR BR-290(A)/386(B) (PORTO ALEGRE);259.4;268.1;8.7;DUP;386BRS0370;;;2007
116;RS;116BRS3250;ENTR BR-290(A)/386(B) (PORTO ALEGRE);PONTE RIO GUAÍBA;268.1;272.8;4.7;DUP;290BRS0090;;;2007
116;RS;116BRS3260;PONTE RIO GUAÍBA;ENTR BR-290(B) (P/ELDORADO DO SUL);272.8;283.2;10.4;DUP;290BRS0100;;;2007
116;RS;116BRS3265;ENTR BR-290(B) (P/ELDORADO DO SUL);ENTR BR-290(B) (P/ARROIO DOS RATOS);283.2;288.5;5.3;DUP;290BRS0105;;;2007
116;RS;116BRS9050;ENTR BR-116;P/PORTO ALEGRE;0;3;3;DUP;;;;2007
230;AM;230BAM1990;FIM TRAVESSIA RIO MADEIRA (CRATO);HUMAITÁ;610.4;613.2;2.8;DUP;;;;2007
230;PA;230BPA1300;RIO ITACAIÚNAS;PERÍMETRO URBANO CIDADE NOVA;121;124;3;DUP;;;;2007
230;PI;230BPI0740;INÍCIO PISTA DUPLA (FRONTEIRAS);FIM PISTA DUPLA (FRONTEIRAS);17.6;18;0.4;DUP;;;;2007
230;PI;230BPI0860;INÍCIO PISTA DUPLA (OEIRAS);FIM PISTA DUPLA (OEIRAS);196.1;197.5;1.4;DUP;;;;2007
230;PB;230BPB0010;CABEDELO;JOÃO PESSOA;0;20.3;20.3;DUP;;;;2007
230;PB;230BPB0030;JOÃO PESSOA;ENTR BR-101(A);20.3;28.1;7.8;DUP;;;;2007
230;PB;230BPB0050;ENTR BR-101(A);ACESSO AEROPORTO;28.1;33.7;5.6;DUP;101BPB0320;;;2007
230;PB;230BPB0060;ACESSO AEROPORTO;ENTR BR-101(B);33.7;35.6;1.9;DUP;101BPB0310;;;2007
230;PB;230BPB0070;ENTR BR-101(B);ACESSO SANTA RITA;35.6;41.4;5.8;DUP;;;;2007
230;PB;230BPB0090;ACESSO SANTA RITA;ENTR PB-016;41.4;48.1;6.7;DUP;;;;2007
230;PB;230BPB0100;ENTR PB-016;ENTR PB-030;48.1;52.3;4.2;DUP;;;;2007
230;PB;230BPB0110;ENTR PB-030;ENTR PB-082;52.3;60.7;8.4;DUP;;;;2007
230;PB;230BPB0120;ENTR PB-082;ENTR PB-048;60.7;70.1;9.4;DUP;;;;2007
230;PB;230BPB0130;ENTR PB-048;ENTR PB-073;70.1;70.6;0.5;DUP;;;;2007
230;PB;230BPB0210;ENTR BR-408(A)/PB-090/095;ENTR PB-100 (P/GALANTE);117.3;135.4;18.1;DUP;408BPB0020;;;2007
230;PB;230BPB0220;ENTR PB-100 (P/GALANTE);ENTR BR-104(A)/408(B)/PB-095 (CAMPINA GRANDE);135.4;147.6;12.2;DUP;408BPB0010;;;2007

